ID_CLIENTE,SAFRA_REF,PROBABILIDADE_INADIMPLENCIA
257162352336759783,2021-09-01,0.0066685327
257162352336759783,2021-10-01,0.007897351
257162352336759783,2021-10-01,0.007195978
257162352336759783,2021-10-01,0.0071467096
257162352336759783,2021-10-01,0.007822873
257162352336759783,2021-11-01,0.0058001117
257162352336759783,2021-11-01,0.006225628
257162352336759783,2021-11-01,0.0067399857
257162352336759783,2021-11-01,0.0067399857
257162352336759783,2021-11-01,0.0066980864
271068078606473697,2021-07-01,0.0445856
271068078606473697,2021-10-01,0.036125287
271068078606473697,2021-11-01,0.030844593
274692171162531764,2021-07-01,0.021286571
274692171162531764,2021-07-01,0.021782394
274692171162531764,2021-07-01,0.026559776
274692171162531764,2021-07-01,0.011169575
274692171162531764,2021-07-01,0.011058839
274692171162531764,2021-07-01,0.01219638
274692171162531764,2021-07-01,0.01219638
274692171162531764,2021-07-01,0.0094018765
274692171162531764,2021-08-01,0.011865341
274692171162531764,2021-08-01,0.011282759
274692171162531764,2021-08-01,0.011282759
274692171162531764,2021-08-01,0.0071977396
274692171162531764,2021-08-01,0.0062199836
274692171162531764,2021-08-01,0.009481489
274692171162531764,2021-08-01,0.009481489
274692171162531764,2021-08-01,0.009481489
274692171162531764,2021-09-01,0.008366512
274692171162531764,2021-09-01,0.0076000015
274692171162531764,2021-09-01,0.008552122
274692171162531764,2021-09-01,0.0071353875
274692171162531764,2021-09-01,0.0074432036
274692171162531764,2021-09-01,0.008134852
274692171162531764,2021-09-01,0.0051155733
274692171162531764,2021-09-01,0.008134852
274692171162531764,2021-09-01,0.007208914
274692171162531764,2021-09-01,0.007543792
274692171162531764,2021-10-01,0.00944851
274692171162531764,2021-10-01,0.008987191
274692171162531764,2021-10-01,0.00971893
274692171162531764,2021-10-01,0.008954583
274692171162531764,2021-10-01,0.00921515
274692171162531764,2021-10-01,0.0058961897
274692171162531764,2021-10-01,0.008164068
287529573188507001,2021-07-01,0.009741844
287529573188507001,2021-09-01,0.024322014
287529573188507001,2021-10-01,0.009300888
295375823203017296,2021-07-01,0.017961768
295375823203017296,2021-07-01,0.023999283
295375823203017296,2021-07-01,0.020190261
295375823203017296,2021-07-01,0.011421138
295375823203017296,2021-07-01,0.010662662
295375823203017296,2021-08-01,0.010339324
295375823203017296,2021-09-01,0.009883616
295375823203017296,2021-09-01,0.010651295
295375823203017296,2021-10-01,0.0084107425
295375823203017296,2021-10-01,0.010375973
295375823203017296,2021-11-01,0.011316635
295375823203017296,2021-11-01,0.018061318
312543480920432545,2021-07-01,0.025012111
312543480920432545,2021-07-01,0.025559945
312543480920432545,2021-07-01,0.025012111
312543480920432545,2021-07-01,0.2321597
312543480920432545,2021-07-01,0.011665302
312543480920432545,2021-07-01,0.011076474
312543480920432545,2021-08-01,0.009128747
312543480920432545,2021-08-01,0.009985611
312543480920432545,2021-08-01,0.009985611
312543480920432545,2021-08-01,0.01036394
312543480920432545,2021-08-01,0.009691534
312543480920432545,2021-08-01,0.0113365995
312543480920432545,2021-08-01,0.009081149
312543480920432545,2021-09-01,0.013180915
312543480920432545,2021-09-01,0.010969764
312543480920432545,2021-09-01,0.011784493
312543480920432545,2021-09-01,0.010110525
312543480920432545,2021-09-01,0.013859254
312543480920432545,2021-09-01,0.009863227
312543480920432545,2021-09-01,0.00878661
312543480920432545,2021-09-01,0.008751256
312543480920432545,2021-10-01,0.005928613
312543480920432545,2021-10-01,0.0066860486
312543480920432545,2021-10-01,0.007191687
312543480920432545,2021-10-01,0.007428201
312543480920432545,2021-10-01,0.004909131
312543480920432545,2021-10-01,0.005452951
312543480920432545,2021-11-01,0.0053914413
312543480920432545,2021-11-01,0.0055114166
312543480920432545,2021-11-01,0.006231141
312543480920432545,2021-11-01,0.0060537336
312543480920432545,2021-11-01,0.0056404746
312543480920432545,2021-11-01,0.006850298
312543480920432545,2021-11-01,0.0066111856
312543480920432545,2021-11-01,0.10358933
312543480920432545,2021-11-01,0.0062355893
314309872114206760,2021-07-01,0.031954896
314309872114206760,2021-07-01,0.029100249
314309872114206760,2021-08-01,0.023477165
314309872114206760,2021-08-01,0.011509369
314309872114206760,2021-08-01,0.010436489
314309872114206760,2021-08-01,0.010950323
314309872114206760,2021-08-01,0.013559471
314309872114206760,2021-08-01,0.015081642
314309872114206760,2021-08-01,0.015081642
314309872114206760,2021-08-01,0.012954244
314309872114206760,2021-09-01,0.007965721
314309872114206760,2021-09-01,0.007070266
314309872114206760,2021-09-01,0.006037722
314309872114206760,2021-09-01,0.006133416
314309872114206760,2021-09-01,0.0067071947
314309872114206760,2021-09-01,0.0067669624
314309872114206760,2021-09-01,0.0067669624
314309872114206760,2021-09-01,0.006796972
314309872114206760,2021-09-01,0.0076188776
314309872114206760,2021-09-01,0.007471884
314309872114206760,2021-09-01,0.007345858
314309872114206760,2021-09-01,0.0051107197
314309872114206760,2021-09-01,0.0051107197
314309872114206760,2021-10-01,0.568851
324916756972236008,2021-07-01,0.036287464
324916756972236008,2021-07-01,0.047925565
324916756972236008,2021-07-01,0.2454289
324916756972236008,2021-07-01,0.020133307
324916756972236008,2021-07-01,0.014979936
324916756972236008,2021-07-01,0.009077657
324916756972236008,2021-07-01,0.015295004
324916756972236008,2021-08-01,0.040796455
324916756972236008,2021-08-01,0.021502825
324916756972236008,2021-08-01,0.017811712
324916756972236008,2021-08-01,0.010615427
324916756972236008,2021-08-01,0.024943078
324916756972236008,2021-08-01,0.07255264
324916756972236008,2021-09-01,0.014359757
324916756972236008,2021-09-01,0.014802031
324916756972236008,2021-09-01,0.015475353
324916756972236008,2021-09-01,0.016573722
324916756972236008,2021-09-01,0.019858366
324916756972236008,2021-09-01,0.019656753
324916756972236008,2021-09-01,0.017237881
324916756972236008,2021-10-01,0.0098526515
324916756972236008,2021-10-01,0.00920964
324916756972236008,2021-10-01,0.0072707175
324916756972236008,2021-10-01,0.007396829
324916756972236008,2021-10-01,0.006448182
324916756972236008,2021-11-01,0.0043001533
324916756972236008,2021-11-01,0.0052290573
324916756972236008,2021-11-01,0.0047030705
324916756972236008,2021-11-01,0.008855445
324916756972236008,2021-11-01,0.006243439
326257359176916767,2021-07-01,0.031081267
326257359176916767,2021-08-01,0.020825969
326257359176916767,2021-09-01,0.043211468
326257359176916767,2021-09-01,0.014723763
326257359176916767,2021-09-01,0.0172248
326257359176916767,2021-10-01,0.011993697
340285351737204923,2021-07-01,0.018022994
340285351737204923,2021-07-01,0.02317791
340285351737204923,2021-07-01,0.018022994
340285351737204923,2021-07-01,0.00829025
340285351737204923,2021-08-01,0.015103452
340285351737204923,2021-08-01,0.010782869
340285351737204923,2021-08-01,0.011037275
340285351737204923,2021-09-01,0.014712153
340285351737204923,2021-09-01,0.014712153
340285351737204923,2021-09-01,0.012109606
340285351737204923,2021-09-01,0.008457375
340285351737204923,2021-09-01,0.011492289
340285351737204923,2021-09-01,0.010559996
340285351737204923,2021-09-01,0.011582428
340285351737204923,2021-09-01,0.010480765
340285351737204923,2021-10-01,0.00963635
340285351737204923,2021-10-01,0.01095241
340285351737204923,2021-10-01,0.012597208
340285351737204923,2021-10-01,0.0107972715
345033315379741874,2021-09-01,0.03991222
345033315379741874,2021-10-01,0.017474491
345447888460137901,2021-07-01,0.043308005
345447888460137901,2021-08-01,0.015920108
345447888460137901,2021-09-01,0.0168782
410843023337872279,2021-07-01,0.015227027
410843023337872279,2021-07-01,0.014848541
410843023337872279,2021-07-01,0.01778343
410843023337872279,2021-08-01,0.45046613
410843023337872279,2021-09-01,0.0072206566
410843023337872279,2021-09-01,0.007902022
410843023337872279,2021-09-01,0.0067524402
410843023337872279,2021-10-01,0.013497159
410843023337872279,2021-10-01,0.20834024
410843023337872279,2021-10-01,0.022640873
410843023337872279,2021-10-01,0.016160961
410843023337872279,2021-11-01,0.008837488
410843023337872279,2021-11-01,0.0070140962
411246418132008456,2021-07-01,0.025983006
417157680860985231,2021-07-01,0.06959412
417157680860985231,2021-07-01,0.050223995
417157680860985231,2021-08-01,0.005756053
417157680860985231,2021-08-01,0.008321029
417157680860985231,2021-08-01,0.009373988
417157680860985231,2021-08-01,0.011723362
417157680860985231,2021-08-01,0.014246802
417157680860985231,2021-09-01,0.40684414
417157680860985231,2021-09-01,0.0038928697
417157680860985231,2021-09-01,0.0031180868
417157680860985231,2021-09-01,0.004083254
417157680860985231,2021-09-01,0.002846444
417157680860985231,2021-09-01,0.0023419957
417157680860985231,2021-09-01,0.0072163204
417157680860985231,2021-09-01,0.0071496507
417157680860985231,2021-10-01,0.006453555
417157680860985231,2021-10-01,0.003121489
417157680860985231,2021-10-01,0.007046525
417157680860985231,2021-10-01,0.0030767412
417157680860985231,2021-10-01,0.39065197
417157680860985231,2021-10-01,0.0064667915
417157680860985231,2021-10-01,0.0065224036
417157680860985231,2021-10-01,0.003972019
417157680860985231,2021-11-01,0.004766008
417157680860985231,2021-11-01,0.0026992566
417157680860985231,2021-11-01,0.0021723392
417157680860985231,2021-11-01,0.002349593
417157680860985231,2021-11-01,0.0020528506
459290606780222306,2021-07-01,0.017845212
459290606780222306,2021-07-01,0.017845212
459290606780222306,2021-07-01,0.017612852
459290606780222306,2021-07-01,0.011929941
459290606780222306,2021-07-01,0.010832843
459290606780222306,2021-07-01,0.014064076
459290606780222306,2021-07-01,0.012648461
459290606780222306,2021-07-01,0.013258089
459290606780222306,2021-07-01,0.009084956
459290606780222306,2021-07-01,0.0095215365
459290606780222306,2021-07-01,0.008793419
459290606780222306,2021-07-01,0.02250124
459290606780222306,2021-07-01,0.007131416
459290606780222306,2021-08-01,0.004823382
459290606780222306,2021-08-01,0.0055326824
459290606780222306,2021-08-01,0.010692476
459290606780222306,2021-08-01,0.005289883
459290606780222306,2021-08-01,0.0068039508
459290606780222306,2021-08-01,0.0060813744
459290606780222306,2021-08-01,0.005278997
459290606780222306,2021-08-01,0.0051391525
459290606780222306,2021-08-01,0.0042236843
459290606780222306,2021-08-01,0.0040752687
459290606780222306,2021-08-01,0.004270304
459290606780222306,2021-08-01,0.0035390547
459290606780222306,2021-08-01,0.0033139356
459290606780222306,2021-08-01,0.0038614792
459290606780222306,2021-08-01,0.0052223247
459290606780222306,2021-09-01,0.013358284
459290606780222306,2021-09-01,0.0120108295
459290606780222306,2021-09-01,0.011078736
459290606780222306,2021-09-01,0.017763302
459290606780222306,2021-09-01,0.01117066
459290606780222306,2021-09-01,0.011632034
459290606780222306,2021-09-01,0.009874577
459290606780222306,2021-09-01,0.009828659
459290606780222306,2021-09-01,0.010374274
459290606780222306,2021-09-01,0.012235817
459290606780222306,2021-09-01,0.0129133165
459290606780222306,2021-09-01,0.007279488
459290606780222306,2021-09-01,0.0104422085
459290606780222306,2021-09-01,0.012819851
459290606780222306,2021-09-01,0.006999366
459290606780222306,2021-10-01,0.005461851
459290606780222306,2021-10-01,0.005464994
459290606780222306,2021-10-01,0.006093342
459290606780222306,2021-10-01,0.007100502
459290606780222306,2021-10-01,0.017993286
459290606780222306,2021-10-01,0.0071446286
459290606780222306,2021-10-01,0.005226885
459290606780222306,2021-10-01,0.007617367
459290606780222306,2021-10-01,0.0053468784
459290606780222306,2021-10-01,0.004972365
459290606780222306,2021-10-01,0.0071506593
459290606780222306,2021-10-01,0.006219857
459290606780222306,2021-11-01,0.0051724254
459290606780222306,2021-11-01,0.0045095123
459290606780222306,2021-11-01,0.015871616
459290606780222306,2021-11-01,0.0039018071
459290606780222306,2021-11-01,0.0032177381
459290606780222306,2021-11-01,0.003075798
459290606780222306,2021-11-01,0.0033932212
459290606780222306,2021-11-01,0.0066550123
460993244124061972,2021-11-01,0.03922552
460993244124061972,2021-11-01,0.027478475
465309249432033993,2021-07-01,0.035519358
465309249432033993,2021-07-01,0.025915278
465309249432033993,2021-07-01,0.031877935
465309249432033993,2021-07-01,0.014996331
465309249432033993,2021-07-01,0.014295387
465309249432033993,2021-08-01,0.011854868
465309249432033993,2021-08-01,0.009929104
465309249432033993,2021-08-01,0.011492028
465309249432033993,2021-08-01,0.009288487
465309249432033993,2021-08-01,0.006942407
465309249432033993,2021-08-01,0.008494805
465309249432033993,2021-08-01,0.008494805
465309249432033993,2021-09-01,0.006397999
465309249432033993,2021-09-01,0.011889192
465309249432033993,2021-09-01,0.1260525
465309249432033993,2021-10-01,0.009585289
465309249432033993,2021-10-01,0.009112432
465309249432033993,2021-10-01,0.009112432
465309249432033993,2021-10-01,0.007561491
465309249432033993,2021-11-01,0.017058529
465309249432033993,2021-11-01,0.025467386
465309249432033993,2021-11-01,0.010875996
465309249432033993,2021-11-01,0.011116654
472772897496154354,2021-07-01,0.022019528
472772897496154354,2021-08-01,0.016484093
472772897496154354,2021-08-01,0.017455753
472772897496154354,2021-08-01,0.010580593
472772897496154354,2021-08-01,0.0112304995
472772897496154354,2021-08-01,0.014314898
472772897496154354,2021-09-01,0.0063825725
472772897496154354,2021-09-01,0.009195866
472772897496154354,2021-09-01,0.010000244
472772897496154354,2021-09-01,0.009157085
472772897496154354,2021-10-01,0.009284622
472772897496154354,2021-10-01,0.009487084
472772897496154354,2021-11-01,0.00766261
493667100055938118,2021-09-01,0.5364803
493667100055938118,2021-11-01,0.5187523
499242942549937267,2021-07-01,0.027376177
499242942549937267,2021-07-01,0.027376177
499242942549937267,2021-07-01,0.01453491
499242942549937267,2021-07-01,0.013022114
499242942549937267,2021-07-01,0.011871364
499242942549937267,2021-07-01,0.019896599
499242942549937267,2021-07-01,0.019896599
499242942549937267,2021-07-01,0.009626958
499242942549937267,2021-07-01,0.009215036
499242942549937267,2021-07-01,0.015209119
499242942549937267,2021-07-01,0.007411649
499242942549937267,2021-07-01,0.008660521
499242942549937267,2021-07-01,0.007117289
499242942549937267,2021-07-01,0.008389211
499242942549937267,2021-07-01,0.023231156
499242942549937267,2021-07-01,0.010127156
499242942549937267,2021-07-01,0.004327391
499242942549937267,2021-08-01,0.007953608
499242942549937267,2021-08-01,0.0044638347
499242942549937267,2021-08-01,0.0037424734
499242942549937267,2021-08-01,0.0037424734
503021894071666233,2021-07-01,0.050727334
503021894071666233,2021-08-01,0.021795603
503021894071666233,2021-08-01,0.024596952
503021894071666233,2021-08-01,0.017592205
503021894071666233,2021-10-01,0.011586812
503021894071666233,2021-10-01,0.009866632
503021894071666233,2021-10-01,0.008258149
503021894071666233,2021-10-01,0.007716215
503021894071666233,2021-11-01,0.008319063
510795635145114083,2021-07-01,0.020602386
510795635145114083,2021-07-01,0.025290063
510795635145114083,2021-07-01,0.020731658
510795635145114083,2021-07-01,0.013235974
510795635145114083,2021-07-01,0.013783473
510795635145114083,2021-07-01,0.010376179
510795635145114083,2021-07-01,0.010341516
510795635145114083,2021-08-01,0.013312384
510795635145114083,2021-08-01,0.008249238
510795635145114083,2021-08-01,0.01069794
510795635145114083,2021-08-01,0.01069794
510795635145114083,2021-09-01,0.016476218
510795635145114083,2021-09-01,0.015640918
510795635145114083,2021-09-01,0.014189518
510795635145114083,2021-09-01,0.023244448
510795635145114083,2021-09-01,0.013016623
510795635145114083,2021-09-01,0.013016623
510795635145114083,2021-10-01,0.011268352
510795635145114083,2021-10-01,0.013496442
510795635145114083,2021-10-01,0.007405962
510795635145114083,2021-10-01,0.0073468834
510795635145114083,2021-11-01,0.008851717
510795635145114083,2021-11-01,0.008671627
510795635145114083,2021-11-01,0.010926485
510795635145114083,2021-11-01,0.0111205345
510795635145114083,2021-11-01,0.009919892
510795635145114083,2021-11-01,0.0111205345
511305041047444825,2021-07-01,0.03172384
511305041047444825,2021-07-01,0.03348269
511305041047444825,2021-07-01,0.03446117
511305041047444825,2021-08-01,0.011057092
511305041047444825,2021-09-01,0.010718818
511305041047444825,2021-09-01,0.011836182
511305041047444825,2021-09-01,0.011836182
511305041047444825,2021-09-01,0.15802993
511305041047444825,2021-10-01,0.012887268
511305041047444825,2021-10-01,0.011524293
511305041047444825,2021-10-01,0.011803166
511305041047444825,2021-10-01,0.011229652
511305041047444825,2021-11-01,0.017061343
521351744568531135,2021-08-01,0.03823188
521351744568531135,2021-09-01,0.028662274
521351744568531135,2021-10-01,0.02899567
521351744568531135,2021-10-01,0.014398276
521351744568531135,2021-11-01,0.011691031
521351744568531135,2021-11-01,0.011391152
524026009392362402,2021-07-01,0.030663453
524026009392362402,2021-07-01,0.031177022
524026009392362402,2021-08-01,0.02881507
524026009392362402,2021-08-01,0.020224834
524026009392362402,2021-09-01,0.5917527
524026009392362402,2021-09-01,0.007145082
524026009392362402,2021-10-01,0.7087964
524026009392362402,2021-10-01,0.013607882
531805620371082364,2021-07-01,0.03574757
531805620371082364,2021-08-01,0.037783302
531805620371082364,2021-08-01,0.04763609
531805620371082364,2021-09-01,0.015684078
531805620371082364,2021-09-01,0.015508838
531805620371082364,2021-09-01,0.3592745
531805620371082364,2021-10-01,0.0133932335
531805620371082364,2021-10-01,0.013146271
531805620371082364,2021-10-01,0.014462185
531805620371082364,2021-11-01,0.32532215
621182491555347581,2021-07-01,0.02245832
621182491555347581,2021-07-01,0.03163228
621182491555347581,2021-07-01,0.03247255
621182491555347581,2021-07-01,0.008219406
621182491555347581,2021-07-01,0.014830018
621182491555347581,2021-07-01,0.012964619
621182491555347581,2021-07-01,0.0043960665
621182491555347581,2021-08-01,0.0024938781
621182491555347581,2021-08-01,0.0024938781
621182491555347581,2021-08-01,0.005448202
621182491555347581,2021-08-01,0.0060114204
621182491555347581,2021-08-01,0.0067813993
621182491555347581,2021-08-01,0.0041548093
621182491555347581,2021-09-01,0.008269154
621182491555347581,2021-09-01,0.3643024
621182491555347581,2021-09-01,0.012311248
621182491555347581,2021-09-01,0.0073237247
621182491555347581,2021-10-01,0.0069663217
621182491555347581,2021-10-01,0.015131552
621182491555347581,2021-10-01,0.008364974
621182491555347581,2021-10-01,0.0070236875
621182491555347581,2021-10-01,0.007042052
621182491555347581,2021-10-01,0.009989835
621182491555347581,2021-10-01,0.014916534
621182491555347581,2021-11-01,0.0048693023
621182491555347581,2021-11-01,0.007220147
621182491555347581,2021-11-01,0.007837487
